जैसे	Hin
ही	Hin
आप	Hin
यहाँ	Hin
पर	Hin
आएँ	Hin
,	Punct
और	Hin
आपने	Hin
कहा	Hin
कि	Hin
कोई	Hin
expectations	Eng
ही	Hin
नही	Hin
थे	Hin
और	Hin
आने	Hin
के	Hin
बाद	Hin
आपको	Hin
कुछ	Hin
यहाँ	Hin
पे	Hin
अलगसा	Hin
लगा	Hin
,	Punct
नया	Hin
देश	Hin
लगा	Hin
और	Hin
कुछ	Hin
adjustments	Eng
में	Hin
वक्त	Hin
लगा	Hin
?	Punct
हाँ	Hin
,	Punct
अलग	Hin
,	Punct
सबसे	Hin
ज़्यादा	Hin
अलग	Hin
लगा	Hin
कि	Hin
लोग	Hin
कम	Hin
थे	Hin
,	Punct
भारत	Hin
के	Hin
मुकाबले	Hin
।	Punct
भारत	Hin
में	Hin
काफ़ी	Hin
ज़्यादा	Hin
हर	Hin
square	Eng
वर्ग	Hin
में	Hin
आपको	Hin
ज़्यादा	Hin
लोग	Hin
मिलेंगे	Hin
,	Punct
अमरीका	Hin
के	Hin
मुकाबले	Hin
।	Punct
तो	Hin
लोग	Hin
काफ़ी	Hin
कम	Hin
थे	Hin
भीड़	Hin
काफ़ी	Hin
कम	Hin
थी	Hin
।	Punct
हवा	Hin
कुछ	Hin
ज़्यादा	Hin
ताज़ी	Hin
लग	Hin
रही	Hin
थी	Hin
क्योंकि	Hin
,	Punct
मतलब	Hin
,	Punct
ज़्यादा	Hin
लोग	Hin
अगर	Hin
हो	Hin
थोड़े	Hin
से	Hin
area	Eng
में	Hin
तो	Hin
थोड़ीसी	Hin
polluted	Eng
जाती	Hin
है	Hin
हवा	Hin
प्रदूषण	Hin
कम	Hin
लगा	Hin
था	Hin
।	Punct
गर्मी	Hin
उतनी	Hin
ही	Hin
थी	Hin
जितनी	Hin
भारत	Hin
में	Hin
,	Punct
नागपूर	Hin
में	Hin
,	Punct
मेरे	Hin
खुदके	Hin
city	Eng
में	Hin
,	Punct
नागपूर	Hin
में	Hin
।	Punct
नागपूर	Hin
में	Hin
शायद	Hin
इससे	Hin
ज़्यादा	Hin
गर्मी	Hin
पड़ती	Hin
है	Hin
।	Punct
यहाँ	Hin
पर	Hin
थोड़ीसी	Hin
कम	Hin
गर्मी	Hin
थी	Hin
और	Hin
मैं	Hin
अगस्त	Hin
के	Hin
time	Eng
ही	Hin
आया	Hin
था	Hin
उस	Hin
time	Eng
पर	Hin
,	Punct
यहाँ	Hin
पर	Hin
गर्मियों	Hin
का	Hin
मौसम	Hin
चल	Hin
रहा	Hin
था	Hin
।	Punct
तो	Hin
गर्मी	Hin
almost	Eng
उतनी	Hin
ही	Hin
थी	Hin
,	Punct
मौसम	Hin
वैसा	Hin
ही	Hin
कुछ	Hin
था	Hin
।	Punct
लोग	Hin
कम	Hin
थे	Hin
और	Hin
pollution	Eng
कम	Hin
था	Hin
।	Punct
तो	Hin
ये	Hin
कूछ	Hin
अच्छी	Hin
चीज़ें	Hin
थी	Hin
अमरीका	Hin
में	Hin
और	Hin
बस	Hin
ऐसे	Hin
ही	Hin
कुछ	Hin
चीज़ें	Hin
जो	Hin
मुझे	Hin
अलग	Hin
लगी	Hin
,	Punct
यहाँ	Hin
पर	Hin
एकदम	Hin
आते	Hin
ही	Hin
।	Punct
और	Hin
आते	Hin
ही	Hin
खुश	Hin
थे	Hin
आप	Hin
या	Hin
दुखी	Hin
थे	Hin
किसी	Hin
कारण	Hin
?	Punct
नही	Hin
,	Punct
दुखी	Hin
तो	Hin
मैं	Hin
किसी	Hin
कारण	Hin
नही	Hin
था	Hin
।	Punct
खुश	Hin
तो	Hin
मैं	Hin
काफ़ी	Hin
था	Hin
।	Punct
बहुत	Hin
खुश	Hin
थे	Hin
क्योंकि	Hin
यह	Hin
मेरा	Hin
पहली	Hin
बार	Hin
किसी	Hin
,	Punct
मतलब	Hin
,	Punct
विदेश	Hin
जाने	Hin
का	Hin
पहली	Hin
बार	Hin
मुझे	Hin
मौका	Hin
मिला	Hin
था	Hin
।	Punct
पहली	Hin
बार	Hin
अपना	Hin
देश	Hin
छोड़के	Hin
किसी	Hin
दूसरे	Hin
देश	Hin
आया	Hin
था	Hin
।	Punct
तो	Hin
काफ़ी	Hin
excited	Eng
था	Hin
आने	Hin
के	Hin
लिए	Hin
और	Hin
आने	Hin
के	Hin
बाद	Hin
काफ़ी	Hin
खुशी	Hin
हो	Hin
रही	Hin
थी	Hin
शुरआत	Hin
में	Hin
थोड़ा	Hin
अलग	Hin
लगा	Hin
जैसा	Hin
मैंने	Hin
सोचा	Hin
था	Hin
वैसा	Hin
नही	Hin
था	Hin
।	Punct
जो	Hin
हम	Hin
बड़े	Hin
पर्दे	Hin
पर	Hin
देखते	Hin
हैं	Hin
,	Punct
वैसा	Hin
experience	Eng
नही	Hin
रहता	Hin
है	Hin
शुरू	Hin
में	Hin
।	Punct
पर	Hin
मैं	Hin
ये	Hin
नही	Hin
कहूँगा	Hin
कि	Hin
ये	Hin
experience	Eng
खराब	Hin
था	Hin
शुरू	Hin
में	Hin
थोडासा	Hin
घर	Hin
की	Hin
याद	Hin
आती	Hin
थी	Hin
और	Hin
सब	Hin
लोग	Hin
नये	Hin
थे	Hin
,	Punct
नया	Hin
माहौल	Hin
था	Hin
,	Punct
नये	Hin
दोस्त	Hin
थे	Hin
।	Punct
तो	Hin
उसमे	Hin
थोडासा	Hin
time	Eng
लगा	Hin
थोड़ा	Hin
अंतर	Hin
लगा	Hin
कुछ	Hin
चीज़ों	Hin
में	Hin
पर	Hin
अगर	Hin
मैं	Hin
अपना	Hin
समुचय	Hin
अनुभव	Hin
देखूं	Hin
,	Punct
overall	Eng
experience	Eng
,	Punct
तो	Hin
वह	Hin
काफ़ी	Hin
अच्छा	Hin
रहा	Hin
।	Punct
तो	Hin
अभी	Hin
तक	Hin
जैसे	Hin
आप	Hin
यहाँ	Hin
पे	Hin
रहते	Hin
