आप	Hin
कबसे	Hin
हो	Hin
यहाँ	Hin
अमरीका	Hin
में	Hin
?	Punct
मैं	Hin
यहाँ	Hin
आया	Hin
था	Hin
अगस्त	Hin
दो	Hin
हज़ार	Hin
आठ	Hin
में	Hin
,	Punct
और	Hin
तबसे	Hin
मैं	Hin
यहीं	Hin
हूँ	Hin
,	Punct
औस्िटन	Hin
में	Hin
ही	Hin
रहा	Hin
हूँ	Hin
(	Punct
mostly	Eng
)	Punct
कुछ	Hin
एक	Hin
महीने	Hin
के	Hin
िलये	Hin
घर	Hin
गया	Hin
था	Hin
पर	Hin
,	Punct
औस्िटन	Hin
में	Hin
ही	Hin
हूँ	Hin
।	Punct
मैं	Hin
यहाँ	Hin
Fall	Eng
2008	Num
में	Hin
आयी	Hin
थी	Hin
,	Punct
तो	Hin
करीबं	Hin
तीन	Hin
साल	Hin
।	Punct
मैं	Hin
िपछले	Hin
,	Punct
लगभग	Hin
,	Punct
ढ़ाई	Hin
साल	Hin
हो	Hin
गये	Hin
,	Punct
और	Hin
इस	Hin
अगस्त	Hin
में	Hin
मुझे	Hin
तीन	Hin
साल	Hin
हो	Hin
जाएंगे	Hin
।	Punct
मैं	Hin
...	Punct
अमरीका	Hin
में	Hin
मुझे	Hin
अब	Hin
लगभग	Hin
तीन	Hin
साल	Hin
होने	Hin
आये	Hin
हैं	Hin
।	Punct
इससे	Hin
पहले	Hin
मैं	Hin
अमरीका	Hin
एक	Hin
बार	Hin
आया	Hin
था	Hin
,	Punct
इनटर्न	Hin
िशप	Hin
के	Hin
िलये	Hin
,	Punct
कुछ	Hin
महीनों	Hin
के	Hin
िलये	Hin
